0,not_nan,not_nan,1,AJE22990.1_GtfD_Azotobacter_chroococcum_NCIMB_8003,CCK33643.1_GtfA_Latilactobacillus_curvatus_TMW_1.624,AAU08011.1_GtfA_Latilactobacillus_sakei_KG15,AAU08006.1_GtfA_Lentilactobacillus_parabuchneri_33,AIM52834.2_GtfA_alternan_Leuconostoc_citreum_ABK-1,ACY92456.2_GtfA_dextranLeuconostoc_citreum_B/110-1-2,BAF96719.1_GtfA_dextran_Leuconostoc_citreum_HJ-P4,ACA83218.1_GtfA_dextran_Leuconostoc_citreum_KM20,CDX66641.1_GtfA_dextran_Leuconostoc_citreum_NRRL_B-1299,CDX66896.1_GtfA_branching_Leuconostoc_citreum_NRRL_B-1299,CDX66895.1_GtfA_dextran_Leuconostoc_citreum_NRRL_B-1299,CDX66820.1_GtfA_bifunctional_dextransucrase_Leuconostoc_citreum_NRRL_B-1299,AAB95453.1_GtfA_Leuconostoc_mesenteroides_NRRL_B-1299,CDX67012.1_GtfA_Dextransucrase_Leuconostoc_citreum_NRRL_B-1299,ACT20911.1_GtfA_Leuconostoc_lactis_EG001,ABC75033.1_GtfA_dextran_Leuconostoc_mesenteroides_0326,ABF85832.1_GtfA_dextran_Leuconostoc_mesenteroides_B-1299CB4,CAB76565.1_GtfA_dextran_Leuconostoc_mesenteroides_B-1355,AAG38021.1_GtfA_dextran_Leuconostoc_mesenteroides_B-742CB,AAS79426.1_GtfA_dextran_Leuconostoc_mesenteroides_IBT-PQ,AFP53921.1_GtfA_dextran_Leuconostoc_mesenteroides_KIBGE-IB-22,AAQ98615.2_GtfA_dextran_Leuconostoc_mesenteroides_L0309,AAG61158.1_GtfA_dextran_Leuconostoc_mesenteroides_LCC4,CAB65910.2_GtfA_alternan_Leuconostoc_mesenteroides_NRRL_B-1355,AAD10952.1_GtfA_dextran_Leuconostoc_mesenteroides_NRRL_B-512F,BAA90527.1_GtfA_dextran_Leuconostoc_mesenteroides_NRRL_B-512F_fragment,CCK33644.1_GtfA_dextran_Ligilactobacillus_animalis_TMW_1.971,AAU08008.1_GtfA_dextran_Limosilactobacillus_fermentum_KG3,AOR73699.1_GtfB_4-3_Limosilactobacillus_fermentum_NCC2970,AAU08014.2_GtfB_4-6_Limosilactobacillus_reuteri_121,AAU08015.1_GtfA_reuteran_Limosilactobacillus_reuteri_121,AAU08001.1_GtfA_dextran_Limosilactobacillus_reuteri_180,AAY86923.1_GtfA_reuteran_Limosilactobacillus_reuteri_ATCC_55730,AAU08004.1_GtfA_reuteran_Limosilactobacillus_reuteri_ML1,AAU08003.2_GtfB_4-6_Limosilactobacillus_reuteri_ML1,ABQ83597.1_GtfB_4-6_Limosilactobacillus_reuteri_DSM20016,ABP88726.1_GtfA_reuteran_Limosilactobacillus_reuteri_TMW_1.106,AAA26898.1_GtfA_dextran_Streptococcus_downei_MFe28,AAC63063.1_GtfA_mutan_Streptococcus_downei_MFe28,AAC43483.1_GtfA_dextran_Streptococcus_gordonii_Challis_CH1,BAA26114.1_GtfA_mutan_Streptococcus_mutans,AAA88588.1_GtfA_mutan_Streptococcus_mutans_GS5,AAA26895.1_GtfA_dextran_Streptococcus_mutans_GS5,BAA95201.1_GtfA_dextran_Streptococcus_oralis_ATCC_10557,AAA26896.1_GtfA_mutan_Streptococcus_salivarius_ATCC_25975,CAA77898.1_GtfA_dextran_Streptococcus_salivarius_ATCC_25975,AAC41412.1_GtfA_alternan_Streptococcus_salivarius_ATCC_25975,AAC41413.1_GtfA_dextran_Streptococcus_salivarius_ATCC_25975,BAA14241.1_GtfA_dextran_Streptococcus_sobrinus,BAA02976.1_GtfA_mutan_Streptococcus_sobrinus_ATCC_33478,BAC07265.1_GtfA_dextran_Streptococcus_sobrinus_B13N,ACK38203.1_GtfA_Weissella_cibaria_CMU,ADB43097.3_GtfA_dextran_Weissella_cibaria_LBAE-K39,AKE50934.1_GtfA_dextran_Weissella_confusa_Cab3,CCF30682.1_GtfA_dextran_Weissella_confusa_LBAE_C39-2,AHU88292.1_GtfA_dextran_Weissella_confusa_VTT_E-90392,AAN38835.1_GtfA_dextran_Leuconostoc_mesenteroides_NRRL_B-1501,ATN28243.1_GtfA_dextran_Latilactobacillus_sakei_MN1,CBJ19544.1_GtfA_dextran_Lentilactobacillus_hilgardii_TMW_1.828,ANJ45895.1_GtfA_dextran_Leuconostoc_mesenteroides_BD3749,RFN55776.1_GtfA_dextran_Latilactobacillus_sakei_TMW_1.411,ANJ45894.1_GtfA_dextran_Leuconostoc_mesenteroides_BD3749,ANJ45897.1_GtfA_dextran_Leuconostoc_mesenteroides_BD3749,ANJ45896.1_GtfA_Leuconostoc_mesenteroides_BD3749,WP_141055456.1_GtfA_dextran_Liquorilactobacillus_hordei_TMW_1.1822,WP_148126396.1_GtfA_dextran_Liquorilactobacillus_nagelii_TMW_1.1827,KAF0260830.1_GtfA_Leuconostoc_citreum_TMW_2.1194,KAF0260933.1_GtfA_Leuconostoc_citreum_TMW_2.1194,KAF0260997.1_GtfA_Leuconostoc_citreum_TMW_2.1194,CRI81_06255_GtfA_Leuconostoc_citreum_TMW_2.1194,ASA47884.1_GtfB_Limosilactobacillus_reuteri,ASA47882.1_GtfB_Limosilactobacillus_reuteri,ASA47881.1_GtfB_Limosilactobacillus_reuteri,ASA47880.1_GtfB_Limosilactobacillus_reuteri,ASA47879.1_GtfB_Limosilactobacillus_reuteri,ASA47878.1_GtfB_Limosilactobacillus_reuteri,ASA47875.1_GtfB_Limosilactobacillus_reuteri,ASA47874.1_GtfB_Limosilactobacillus_reuteri,ASA47905.1_GtfB_Streptococcus_thermophilus,ASA47904.1_GtfB_Leuconostoc_citreum,ASA47903.1_GtfB_Streptococcus_thermophilus,ASA47902.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47901.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47900.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47899.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47898.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47897.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47896.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47895.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47894.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47893.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47892.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47891.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47890.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47889.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47888.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47887.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47886.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47885.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47883.1_GtfB_Fructilactobacillus_sanfranciscensis,ASA47877.1_GtfB_Lactiplantibacillus_plantarum,ASA47876.1_GtfB_Lactiplantibacillus_plantarum,ASA47873.1_GtfB_Lactiplantibacillus_plantarum,ASA47872.1_GtfB_Lactiplantibacillus_plantarum,ASA47871.1_GtfB_Lactiplantibacillus_plantarum,ASA47870.1_GtfB_Lactiplantibacillus_plantarum,ASA47869.1_GtfB_Lactiplantibacillus_plantarum,ASA47868.1_GtfB_Lactiplantibacillus_plantarum,ASA47867.1_GtfB_Limosilactobacillus_fermentum,ASA47866.1_GtfB_Limosilactobacillus_fermentum,ASA47865.1_GtfB_Limosilactobacillus_fermentum,ASA47864.1_GtfB_Limosilactobacillus_fermentum,ASA47863.1_GtfB_Limosilactobacillus_fermentum,ASA47862.1_GtfB_Limosilactobacillus_fermentum,ASA47861.1_GtfB_Limosilactobacillus_fermentum,ASA47860.1_GtfB_Limosilactobacillus_fermentum,ASA47859.1_GtfB_Lactobacillus_delbrueckii,ASA47858.1_GtfB_Lactobacillus_delbrueckii,ASA47857.1_GtfB_Lactobacillus_delbrueckii,ASA47856.1_GtfB_Lactobacillus_delbrueckii,ASA47855.1_GtfB_Lactobacillus_delbrueckii,ASA47854.1_GtfB_Lactobacillus_delbrueckii,ASA47853.1_GtfB_Lactobacillus_delbrueckii,ASA47852.1_GtfB_Lactobacillus_delbrueckii,ASA47851.1_GtfB_Lactobacillus_delbrueckii,ASA47850.1_GtfB_Lactobacillus_delbrueckii,ASA47849.1_GtfB_Lactobacillus_delbrueckii,ASA47848.1_GtfB_Lactobacillus_delbrueckii,ASA47847.1_GtfB_Lactobacillus_delbrueckii,ASA47846.1_GtfB_Lactobacillus_delbrueckii,ASA47845.1_GtfB_Lactobacillus_delbrueckii,ASA47844.1_GtfB_Lactobacillus_delbrueckii,ASA47843.1_GtfB_Lactobacillus_delbrueckii,ASA47842.1_GtfB_Lactobacillus_delbrueckii,ASA47841.1_GtfB_Lactobacillus_delbrueckii,ASA47840.1_GtfB_Lactobacillus_delbrueckii,ASA47839.1_GtfB_Lactobacillus_delbrueckii,ASA47838.1_GtfB_Lactobacillus_delbrueckii,ASA47837.1_GtfB_Lactobacillus_delbrueckii,ASA47836.1_GtfB_Lactobacillus_delbrueckii,ASA47835.1_GtfB_Lactobacillus_delbrueckii,ASA47834.1_GtfB_Lactobacillus_delbrueckii,ASA47833.1_GtfB_Lactobacillus_delbrueckii,ASA47832.1_GtfB_Lactobacillus_delbrueckii,ASA47831.1_GtfB_Lactobacillus_delbrueckii,ASA47830.1_GtfB_Lactobacillus_delbrueckii,ASA47829.1_GtfB_Lactobacillus_delbrueckii,ASA47828.1_GtfB_Lactobacillus_delbrueckii,ASA47827.1_GtfB_Lactobacillus_delbrueckii,ASA47826.1_GtfB_Lactobacillus_delbrueckii,ASA47825.1_GtfB_Lactobacillus_delbrueckii,ASA47824.1_GtfB_Lactobacillus_delbrueckii,ASA47823.1_GtfB_Lactobacillus_delbrueckii,ASA47822.1_GtfB_Lactobacillus_delbrueckii,ASA47821.1_GtfB_Lactobacillus_delbrueckii,ASA47820.1_GtfB_Lactobacillus_delbrueckii,ASA47819.1_GtfB_Lactobacillus_delbrueckii,ASA47818.1_GtfB_Lactobacillus_delbrueckii,ASA47817.1_GtfB_Lactobacillus_delbrueckii,ASA47816.1_GtfB_Lactobacillus_delbrueckii,ASA47815.1_GtfB_Lactobacillus_delbrueckii,ASA47814.1_GtfB_Lactobacillus_delbrueckii,ASA47813.1_GtfB_Lactobacillus_delbrueckii,ASA47812.1_GtfB_Lactobacillus_delbrueckii,ASA47811.1_GtfB_Lactobacillus_delbrueckii,ASA47810.1_GtfB_Lactobacillus_delbrueckii,ASA47809.1_GtfB_Lactobacillus_delbrueckii,ASA47808.1_GtfB_Lactobacillus_delbrueckii,ASA47807.1_GtfB_Lactobacillus_delbrueckii,ASA47806.1_GtfB_Lactobacillus_delbrueckii,ASA47805.1_GtfB_Lactobacillus_delbrueckii,ASA47804.1_GtfB_Lactobacillus_delbrueckii,ASA47803.1_GtfB_Lactobacillus_delbrueckii,ASA47802.1_GtfB_Lactobacillus_delbrueckii,ASA47801.1_GtfB_Lactiplantibacillus_plantarum,GtfB_Lm_reuteri_TMW1.639,GtfB_Lm_reuteri_TMW11.106,GtfB_Lm_reuteri_TMW1.656,GtfA_Lm_reuteri_TMW1.656,MBB1072793.1_GtfB_Limosilactobacillus_reuteri_AP3,OYS58906.1_GtfB_Limosilactobacillus_reuteri_117w,OYS88040.1_GtfB_Limosilactobacillus_reuteri_105p,PWT33781.1_GtfB_Limosilactobacillus_reuteri_LR12,KRK45582.1_GtfB_Limosilactobacillus_reuteri_DSM20016,MBB1096109.1_GtfB_Limosilactobacillus_agrestis_BG-MG3-A,KRM39239.1_GtfB_Lactobacillus_aviarius_DSM20655,KRM39240.1_GtfB_Lactobacillus_aviarius_DSM20655,ANK68614.1_GH70_Loigolactobacillus_backii_TMW1.1992,KRM25865.1_GtfB_Lactobacillus_panis_DSM6035,EGM52218.1_GtfB_Lactobacillus_salivarius_GJ-24,KRN79505.1_GH70_Ligilactobacillus_acidipiscis_DSM15353
13,DQ489736,Leuconostoc citreum,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1
14,NZ_JAFBDN000000000.1,Periweissella beninensis,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,JQAY00000000,Weissella confusa,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,AEKT01000001,Weissella cibaria ,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
17,CP014611,Leuconostoc jonggajibkimchii ,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
18,AEMI00000000,Leuconostoc gelidum subsp. gelidum,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
19,CP000411,Oenococcus oeni ,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,FN822744,Leuconostoc gelidum subsp. gasicomitatum,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
21,CP003851,Leuconostoc carnosum,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,AYZD00000000,Liquorilactobacillus aquaticus,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
23,CP001753,Leuconostoc kimchii,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
24,AYZF00000000,Liquorilactobacillus sucicola,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1
25,AZEF00000000,Liquorilactobacillus capillatus,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1
26,AEMJ00000000,Leuconostoc inhae ,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1
27,AZCK00000000,Apilactobacillus kunkeei,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1
